UnitID,ds,y,heinous_count,cyber_count,is_festival_week,week_of_year,month,year
1,2023-11-27,7,5,1,1,48,11,2023
1,2023-12-04,8,5,0,0,49,12,2023
1,2023-12-11,6,3,1,0,50,12,2023
1,2023-12-18,6,3,1,0,51,12,2023
1,2023-12-25,5,5,0,0,52,12,2023
1,2024-01-01,5,4,0,0,1,1,2024
1,2024-01-08,4,2,1,0,2,1,2024
1,2024-01-15,8,5,1,0,3,1,2024
1,2024-01-22,7,5,0,0,4,1,2024
1,2024-01-29,10,5,0,0,5,1,2024
1,2024-02-05,9,8,1,0,6,2,2024
1,2024-02-12,11,5,2,0,7,2,2024
1,2024-02-19,12,5,3,0,8,2,2024
1,2024-02-26,7,2,3,0,9,2,2024
1,2024-03-04,1,0,0,1,10,3,2024
1,2024-03-11,8,4,1,1,11,3,2024
1,2024-03-18,11,7,1,1,12,3,2024
1,2024-03-25,3,3,0,1,13,3,2024
1,2024-04-01,7,6,0,0,14,4,2024
1,2024-04-08,9,4,1,0,15,4,2024
1,2024-04-15,12,5,2,0,16,4,2024
1,2024-04-22,4,3,0,0,17,4,2024
1,2024-04-29,9,7,0,0,18,4,2024
1,2024-05-06,6,5,0,0,19,5,2024
1,2024-05-13,7,5,1,0,20,5,2024
1,2024-05-20,9,6,0,0,21,5,2024
1,2024-05-27,7,5,0,0,22,5,2024
1,2024-06-03,10,5,0,0,23,6,2024
1,2024-06-10,5,3,0,0,24,6,2024
1,2024-06-17,12,7,0,0,25,6,2024
1,2024-06-24,11,4,2,0,26,6,2024
1,2024-07-01,5,3,1,0,27,7,2024
1,2024-07-08,11,5,4,0,28,7,2024
1,2024-07-15,7,1,1,0,29,7,2024
1,2024-07-22,9,4,2,0,30,7,2024
1,2024-07-29,11,4,3,0,31,7,2024
1,2024-08-05,17,10,2,0,32,8,2024
1,2024-08-12,6,4,2,0,33,8,2024
1,2024-08-19,7,5,0,0,34,8,2024
1,2024-08-26,6,4,0,0,35,8,2024
1,2024-09-02,4,2,0,0,36,9,2024
1,2024-09-09,16,7,2,0,37,9,2024
1,2024-09-16,5,3,0,0,38,9,2024
1,2024-09-23,11,7,2,0,39,9,2024
1,2024-09-30,6,3,0,0,40,9,2024
1,2024-10-07,9,3,1,1,41,10,2024
1,2024-10-14,8,6,1,1,42,10,2024
1,2024-10-21,10,5,1,1,43,10,2024
1,2024-10-28,11,7,2,1,44,10,2024
1,2024-11-04,10,6,0,1,45,11,2024
1,2024-11-11,8,4,1,1,46,11,2024
1,2024-11-18,8,3,1,1,47,11,2024
1,2024-11-25,4,0,0,1,48,11,2024
1,2024-12-02,3,2,1,0,49,12,2024
1,2024-12-09,6,4,0,0,50,12,2024
1,2024-12-16,7,3,0,0,51,12,2024
1,2024-12-23,8,6,0,0,52,12,2024
1,2024-12-30,15,13,0,0,1,12,2024
1,2025-01-06,6,2,0,0,2,1,2025
1,2025-01-13,10,6,1,0,3,1,2025
1,2025-01-20,8,3,1,0,4,1,2025
1,2025-01-27,7,5,0,0,5,1,2025
1,2025-02-03,9,5,0,0,6,2,2025
1,2025-02-10,7,5,0,0,7,2,2025
1,2025-02-17,13,9,1,0,8,2,2025
1,2025-02-24,13,8,0,0,9,2,2025
1,2025-03-03,3,2,0,1,10,3,2025
1,2025-03-10,8,5,0,1,11,3,2025
1,2025-03-17,8,5,0,1,12,3,2025
1,2025-03-24,6,5,1,1,13,3,2025
1,2025-03-31,9,8,0,1,14,3,2025
1,2025-04-07,13,5,1,0,15,4,2025
1,2025-04-14,7,4,0,0,16,4,2025
1,2025-04-21,11,6,0,0,17,4,2025
1,2025-04-28,8,2,2,0,18,4,2025
1,2025-05-05,9,3,2,0,19,5,2025
1,2025-05-12,10,7,0,0,20,5,2025
1,2025-05-19,6,5,1,0,21,5,2025
1,2025-05-26,11,8,0,0,22,5,2025
1,2025-06-02,9,6,1,0,23,6,2025
1,2025-06-09,9,6,1,0,24,6,2025
1,2025-06-16,9,4,2,0,25,6,2025
1,2025-06-23,7,3,0,0,26,6,2025
1,2025-06-30,7,4,0,0,27,6,2025
1,2025-07-07,8,5,1,0,28,7,2025
1,2025-07-14,13,6,0,0,29,7,2025
1,2025-07-21,8,3,3,0,30,7,2025
1,2025-07-28,10,7,1,0,31,7,2025
1,2025-08-04,9,3,0,0,32,8,2025
1,2025-08-11,12,6,1,0,33,8,2025
1,2025-08-18,11,9,0,0,34,8,2025
1,2025-08-25,6,4,0,0,35,8,2025
1,2025-09-01,10,5,0,0,36,9,2025
1,2025-09-08,4,3,0,0,37,9,2025
1,2025-09-15,9,6,0,0,38,9,2025
1,2025-09-22,9,4,0,0,39,9,2025
1,2025-09-29,10,8,0,0,40,9,2025
1,2025-10-06,8,6,0,1,41,10,2025
1,2025-10-13,13,5,2,1,42,10,2025
1,2025-10-20,10,3,1,1,43,10,2025
1,2025-10-27,14,10,0,1,44,10,2025
1,2025-11-03,8,1,0,1,45,11,2025
1,2025-11-10,13,10,1,1,46,11,2025
1,2025-11-17,13,9,1,1,47,11,2025
1,2025-11-24,10,4,0,1,48,11,2025
1,2025-12-01,7,4,0,0,49,12,2025
1,2025-12-08,13,9,2,0,50,12,2025
1,2025-12-15,8,5,1,0,51,12,2025
1,2025-12-22,12,7,1,0,52,12,2025
1,2025-12-29,9,7,1,0,1,12,2025
1,2026-01-05,6,4,2,0,2,1,2026
1,2026-01-12,6,4,0,0,3,1,2026
1,2026-01-19,12,8,1,0,4,1,2026
1,2026-01-26,10,6,0,0,5,1,2026
1,2026-02-02,14,9,1,0,6,2,2026
1,2026-02-09,6,3,0,0,7,2,2026
1,2026-02-16,11,3,1,0,8,2,2026
1,2026-02-23,5,2,1,0,9,2,2026
1,2026-03-02,5,4,0,1,10,3,2026
1,2026-03-09,10,5,0,1,11,3,2026
1,2026-03-16,5,3,1,1,12,3,2026
1,2026-03-23,12,9,0,1,13,3,2026
1,2026-03-30,12,9,0,1,14,3,2026
1,2026-04-06,9,7,0,0,15,4,2026
1,2026-04-13,12,4,0,0,16,4,2026
1,2026-04-20,5,3,1,0,17,4,2026
1,2026-04-27,6,4,1,0,18,4,2026
1,2026-05-04,8,5,0,0,19,5,2026
1,2026-05-11,11,8,0,0,20,5,2026
1,2026-05-18,5,4,0,0,21,5,2026
1,2026-05-25,6,5,0,0,22,5,2026
1,2026-06-01,6,3,2,0,23,6,2026
1,2026-06-08,12,4,1,0,24,6,2026
1,2026-06-15,8,6,0,0,25,6,2026
1,2026-06-22,6,3,0,0,26,6,2026
1,2026-06-29,3,3,0,0,27,6,2026
2,2022-12-26,6,6,0,0,52,12,2022
2,2023-01-02,12,9,0,0,1,1,2023
2,2023-01-09,11,4,2,0,2,1,2023
2,2023-01-16,11,8,1,0,3,1,2023
2,2023-01-23,11,10,0,0,4,1,2023
2,2023-01-30,7,7,0,0,5,1,2023
2,2023-02-06,9,4,0,0,6,2,2023
2,2023-02-13,4,4,0,0,7,2,2023
2,2023-02-20,4,4,0,0,8,2,2023
2,2023-02-27,3,2,0,0,9,2,2023
2,2023-03-06,4,2,1,1,10,3,2023
2,2023-03-13,6,3,0,1,11,3,2023
2,2023-03-20,9,5,0,1,12,3,2023
2,2023-03-27,7,2,2,1,13,3,2023
2,2023-04-03,6,4,0,0,14,4,2023
2,2023-04-10,9,5,1,0,15,4,2023
2,2023-04-17,4,2,1,0,16,4,2023
2,2023-04-24,8,6,1,0,17,4,2023
2,2023-05-01,10,6,2,0,18,5,2023
2,2023-05-08,7,4,0,0,19,5,2023
2,2023-05-15,6,2,0,0,20,5,2023
2,2023-05-22,6,6,0,0,21,5,2023
2,2023-05-29,15,8,0,0,22,5,2023
2,2023-06-05,6,2,0,0,23,6,2023
2,2023-06-12,9,6,1,0,24,6,2023
2,2023-06-19,14,8,0,0,25,6,2023
2,2023-06-26,10,4,0,0,26,6,2023
2,2023-07-03,6,3,0,0,27,7,2023
2,2023-07-10,10,5,1,0,28,7,2023
2,2023-07-17,7,5,1,0,29,7,2023
2,2023-07-24,5,5,0,0,30,7,2023
2,2023-07-31,6,2,2,0,31,7,2023
2,2023-08-07,5,2,0,0,32,8,2023
2,2023-08-14,8,6,1,0,33,8,2023
2,2023-08-21,3,2,0,0,34,8,2023
2,2023-08-28,7,4,0,0,35,8,2023
2,2023-09-04,5,3,1,0,36,9,2023
2,2023-09-11,7,4,0,0,37,9,2023
2,2023-09-18,5,3,1,0,38,9,2023
2,2023-09-25,9,6,1,0,39,9,2023
2,2023-10-02,5,2,0,1,40,10,2023
2,2023-10-09,8,8,0,1,41,10,2023
2,2023-10-16,9,6,0,1,42,10,2023
2,2023-10-23,7,5,1,1,43,10,2023
2,2023-10-30,11,8,1,1,44,10,2023
2,2023-11-06,7,2,1,1,45,11,2023
2,2023-11-13,14,10,0,1,46,11,2023
2,2023-11-20,7,4,0,1,47,11,2023
2,2023-11-27,4,3,0,1,48,11,2023
2,2023-12-04,5,3,1,0,49,12,2023
2,2023-12-11,8,4,1,0,50,12,2023
2,2023-12-18,9,4,0,0,51,12,2023
2,2023-12-25,12,4,1,0,52,12,2023
2,2024-01-01,6,4,0,0,1,1,2024
2,2024-01-08,8,4,1,0,2,1,2024
2,2024-01-15,8,6,2,0,3,1,2024
2,2024-01-22,10,5,1,0,4,1,2024
2,2024-01-29,9,6,0,0,5,1,2024
2,2024-02-05,7,5,0,0,6,2,2024
2,2024-02-12,13,11,0,0,7,2,2024
2,2024-02-19,5,3,1,0,8,2,2024
2,2024-02-26,7,4,1,0,9,2,2024
2,2024-03-04,11,9,1,1,10,3,2024
2,2024-03-11,8,6,0,1,11,3,2024
2,2024-03-18,7,3,0,1,12,3,2024
2,2024-03-25,5,1,0,1,13,3,2024
2,2024-04-01,7,4,0,0,14,4,2024
2,2024-04-08,7,4,0,0,15,4,2024
2,2024-04-15,9,6,0,0,16,4,2024
2,2024-04-22,7,4,0,0,17,4,2024
2,2024-04-29,9,5,0,0,18,4,2024
2,2024-05-06,11,6,3,0,19,5,2024
2,2024-05-13,8,5,2,0,20,5,2024
2,2024-05-20,9,5,0,0,21,5,2024
2,2024-05-27,6,2,0,0,22,5,2024
2,2024-06-03,11,4,3,0,23,6,2024
2,2024-06-10,8,6,1,0,24,6,2024
2,2024-06-17,8,6,1,0,25,6,2024
2,2024-06-24,9,4,2,0,26,6,2024
2,2024-07-01,9,8,1,0,27,7,2024
2,2024-07-08,14,11,1,0,28,7,2024
2,2024-07-15,7,6,0,0,29,7,2024
2,2024-07-22,6,3,0,0,30,7,2024
2,2024-07-29,8,4,0,0,31,7,2024
2,2024-08-05,6,4,0,0,32,8,2024
2,2024-08-12,15,12,0,0,33,8,2024
2,2024-08-19,8,4,1,0,34,8,2024
2,2024-08-26,8,3,3,0,35,8,2024
2,2024-09-02,9,7,0,0,36,9,2024
2,2024-09-09,5,2,0,0,37,9,2024
2,2024-09-16,8,4,1,0,38,9,2024
2,2024-09-23,10,4,1,0,39,9,2024
2,2024-09-30,7,1,2,0,40,9,2024
2,2024-10-07,7,3,1,1,41,10,2024
2,2024-10-14,12,7,1,1,42,10,2024
2,2024-10-21,9,4,0,1,43,10,2024
2,2024-10-28,10,7,0,1,44,10,2024
2,2024-11-04,11,8,2,1,45,11,2024
2,2024-11-11,4,3,0,1,46,11,2024
2,2024-11-18,10,5,1,1,47,11,2024
2,2024-11-25,5,5,0,1,48,11,2024
2,2024-12-02,4,1,0,0,49,12,2024
2,2024-12-09,3,3,0,0,50,12,2024
2,2024-12-16,8,4,0,0,51,12,2024
2,2024-12-23,12,6,3,0,52,12,2024
2,2024-12-30,8,1,2,0,1,12,2024
2,2025-01-06,10,6,1,0,2,1,2025
2,2025-01-13,9,4,0,0,3,1,2025
2,2025-01-20,5,3,0,0,4,1,2025
2,2025-01-27,9,4,2,0,5,1,2025
2,2025-02-03,16,14,0,0,6,2,2025
2,2025-02-10,7,1,2,0,7,2,2025
2,2025-02-17,12,8,0,0,8,2,2025
2,2025-02-24,3,2,1,0,9,2,2025
2,2025-03-03,8,7,0,1,10,3,2025
2,2025-03-10,7,1,0,1,11,3,2025
2,2025-03-17,12,8,0,1,12,3,2025
2,2025-03-24,8,5,1,1,13,3,2025
2,2025-03-31,15,8,1,1,14,3,2025
2,2025-04-07,9,5,0,0,15,4,2025
2,2025-04-14,5,5,0,0,16,4,2025
2,2025-04-21,9,3,1,0,17,4,2025
2,2025-04-28,11,5,1,0,18,4,2025
2,2025-05-05,11,7,2,0,19,5,2025
2,2025-05-12,4,3,1,0,20,5,2025
2,2025-05-19,11,4,0,0,21,5,2025
2,2025-05-26,7,4,0,0,22,5,2025
2,2025-06-02,8,7,0,0,23,6,2025
2,2025-06-09,7,5,0,0,24,6,2025
2,2025-06-16,6,5,0,0,25,6,2025
2,2025-06-23,6,3,1,0,26,6,2025
2,2025-06-30,9,6,2,0,27,6,2025
2,2025-07-07,9,4,2,0,28,7,2025
2,2025-07-14,8,4,0,0,29,7,2025
2,2025-07-21,7,2,3,0,30,7,2025
2,2025-07-28,7,4,0,0,31,7,2025
2,2025-08-04,9,6,1,0,32,8,2025
2,2025-08-11,8,6,1,0,33,8,2025
2,2025-08-18,7,2,1,0,34,8,2025
2,2025-08-25,7,4,1,0,35,8,2025
2,2025-09-01,8,4,1,0,36,9,2025
2,2025-09-08,12,8,0,0,37,9,2025
2,2025-09-15,12,9,0,0,38,9,2025
2,2025-09-22,8,6,0,0,39,9,2025
2,2025-09-29,13,11,0,0,40,9,2025
2,2025-10-06,8,4,3,1,41,10,2025
2,2025-10-13,7,2,1,1,42,10,2025
2,2025-10-20,15,8,0,1,43,10,2025
2,2025-10-27,11,7,0,1,44,10,2025
2,2025-11-03,7,6,0,1,45,11,2025
2,2025-11-10,10,5,0,1,46,11,2025
2,2025-11-17,7,4,0,1,47,11,2025
2,2025-11-24,5,2,1,1,48,11,2025
2,2025-12-01,5,2,0,0,49,12,2025
2,2025-12-08,12,8,1,0,50,12,2025
2,2025-12-15,7,5,1,0,51,12,2025
2,2025-12-22,9,4,2,0,52,12,2025
2,2025-12-29,8,5,1,0,1,12,2025
2,2026-01-05,6,5,0,0,2,1,2026
2,2026-01-12,6,5,0,0,3,1,2026
2,2026-01-19,4,3,0,0,4,1,2026
2,2026-01-26,6,4,1,0,5,1,2026
2,2026-02-02,10,7,0,0,6,2,2026
2,2026-02-09,11,7,1,0,7,2,2026
2,2026-02-16,11,8,1,0,8,2,2026
2,2026-02-23,7,2,3,0,9,2,2026
2,2026-03-02,7,6,0,1,10,3,2026
2,2026-03-09,10,5,1,1,11,3,2026
2,2026-03-16,9,3,0,1,12,3,2026
2,2026-03-23,9,8,0,1,13,3,2026
2,2026-03-30,11,8,0,1,14,3,2026
2,2026-04-06,12,11,0,0,15,4,2026
2,2026-04-13,8,5,0,0,16,4,2026
2,2026-04-20,11,10,0,0,17,4,2026
2,2026-04-27,10,6,2,0,18,4,2026
2,2026-05-04,8,6,1,0,19,5,2026
2,2026-05-11,5,4,1,0,20,5,2026
2,2026-05-18,14,8,2,0,21,5,2026
2,2026-05-25,5,2,0,0,22,5,2026
2,2026-06-01,10,6,0,0,23,6,2026
2,2026-06-08,8,5,2,0,24,6,2026
2,2026-06-15,5,2,0,0,25,6,2026
2,2026-06-22,9,6,0,0,26,6,2026
2,2026-06-29,1,1,0,0,27,6,2026
3,2022-12-26,4,4,0,0,52,12,2022
3,2023-01-02,6,3,2,0,1,1,2023
3,2023-01-09,9,1,0,0,2,1,2023
3,2023-01-16,11,5,1,0,3,1,2023
3,2023-01-23,5,2,2,0,4,1,2023
3,2023-01-30,7,3,1,0,5,1,2023
3,2023-02-06,10,5,0,0,6,2,2023
3,2023-02-13,8,3,0,0,7,2,2023
3,2023-02-20,12,4,1,0,8,2,2023
3,2023-02-27,12,5,0,0,9,2,2023
3,2023-03-06,9,5,2,1,10,3,2023
3,2023-03-13,6,3,0,1,11,3,2023
3,2023-03-20,9,6,1,1,12,3,2023
3,2023-03-27,4,1,0,1,13,3,2023
3,2023-04-03,6,4,0,0,14,4,2023
3,2023-04-10,10,7,2,0,15,4,2023
3,2023-04-17,10,6,1,0,16,4,2023
3,2023-04-24,11,8,1,0,17,4,2023
3,2023-05-01,11,8,1,0,18,5,2023
3,2023-05-08,5,3,1,0,19,5,2023
3,2023-05-15,3,2,0,0,20,5,2023
3,2023-05-22,8,6,0,0,21,5,2023
3,2023-05-29,4,4,0,0,22,5,2023
3,2023-06-05,5,4,0,0,23,6,2023
3,2023-06-12,12,5,2,0,24,6,2023
3,2023-06-19,7,5,0,0,25,6,2023
3,2023-06-26,13,8,0,0,26,6,2023
3,2023-07-03,8,5,1,0,27,7,2023
3,2023-07-10,10,4,0,0,28,7,2023
3,2023-07-17,5,5,0,0,29,7,2023
3,2023-07-24,3,1,0,0,30,7,2023
3,2023-07-31,9,6,0,0,31,7,2023
3,2023-08-07,8,6,1,0,32,8,2023
3,2023-08-14,11,8,1,0,33,8,2023
3,2023-08-21,9,6,1,0,34,8,2023
3,2023-08-28,10,6,0,0,35,8,2023
3,2023-09-04,9,4,1,0,36,9,2023
3,2023-09-11,6,2,1,0,37,9,2023
3,2023-09-18,8,4,1,0,38,9,2023
3,2023-09-25,6,3,1,0,39,9,2023
3,2023-10-02,19,10,1,1,40,10,2023
3,2023-10-09,5,4,0,1,41,10,2023
3,2023-10-16,6,5,0,1,42,10,2023
3,2023-10-23,8,4,0,1,43,10,2023
3,2023-10-30,9,3,0,1,44,10,2023
3,2023-11-06,10,6,2,1,45,11,2023
3,2023-11-13,7,6,0,1,46,11,2023
3,2023-11-20,5,3,0,1,47,11,2023
3,2023-11-27,9,7,0,1,48,11,2023
3,2023-12-04,8,6,0,0,49,12,2023
3,2023-12-11,2,1,0,0,50,12,2023
3,2023-12-18,4,2,0,0,51,12,2023
3,2023-12-25,7,3,1,0,52,12,2023
3,2024-01-01,6,4,1,0,1,1,2024
3,2024-01-08,5,3,0,0,2,1,2024
3,2024-01-15,5,2,1,0,3,1,2024
3,2024-01-22,8,5,0,0,4,1,2024
3,2024-01-29,6,2,0,0,5,1,2024
3,2024-02-05,9,5,0,0,6,2,2024
3,2024-02-12,7,5,0,0,7,2,2024
3,2024-02-19,11,6,3,0,8,2,2024
3,2024-02-26,4,0,0,0,9,2,2024
3,2024-03-04,5,3,0,1,10,3,2024
3,2024-03-11,12,7,1,1,11,3,2024
3,2024-03-18,4,2,0,1,12,3,2024
3,2024-03-25,8,6,1,1,13,3,2024
3,2024-04-01,10,5,1,0,14,4,2024
3,2024-04-08,7,4,1,0,15,4,2024
3,2024-04-15,14,5,2,0,16,4,2024
3,2024-04-22,10,4,0,0,17,4,2024
3,2024-04-29,5,4,0,0,18,4,2024
3,2024-05-06,10,5,1,0,19,5,2024
3,2024-05-13,6,3,0,0,20,5,2024
3,2024-05-20,7,3,1,0,21,5,2024
3,2024-05-27,8,3,0,0,22,5,2024
3,2024-06-03,7,4,1,0,23,6,2024
3,2024-06-10,8,4,1,0,24,6,2024
3,2024-06-17,6,4,1,0,25,6,2024
3,2024-06-24,9,6,1,0,26,6,2024
3,2024-07-01,9,1,0,0,27,7,2024
3,2024-07-08,13,12,0,0,28,7,2024
3,2024-07-15,8,4,2,0,29,7,2024
3,2024-07-22,8,3,3,0,30,7,2024
3,2024-07-29,5,2,2,0,31,7,2024
3,2024-08-05,9,4,0,0,32,8,2024
3,2024-08-12,10,6,0,0,33,8,2024
3,2024-08-19,10,5,1,0,34,8,2024
3,2024-08-26,10,4,1,0,35,8,2024
3,2024-09-02,9,5,1,0,36,9,2024
3,2024-09-09,5,3,0,0,37,9,2024
3,2024-09-16,8,5,1,0,38,9,2024
3,2024-09-23,10,6,1,0,39,9,2024
3,2024-09-30,11,8,0,0,40,9,2024
3,2024-10-07,4,3,0,1,41,10,2024
3,2024-10-14,9,5,2,1,42,10,2024
3,2024-10-21,2,1,0,1,43,10,2024
3,2024-10-28,6,4,1,1,44,10,2024
3,2024-11-04,7,5,0,1,45,11,2024
3,2024-11-11,7,5,0,1,46,11,2024
3,2024-11-18,12,9,0,1,47,11,2024
3,2024-11-25,10,4,1,1,48,11,2024
3,2024-12-02,5,1,2,0,49,12,2024
3,2024-12-09,13,7,2,0,50,12,2024
3,2024-12-16,7,6,0,0,51,12,2024
3,2024-12-23,7,5,1,0,52,12,2024
3,2024-12-30,11,4,3,0,1,12,2024
3,2025-01-06,7,2,0,0,2,1,2025
3,2025-01-13,17,7,0,0,3,1,2025
3,2025-01-20,6,4,0,0,4,1,2025
3,2025-01-27,8,4,0,0,5,1,2025
3,2025-02-03,7,2,1,0,6,2,2025
3,2025-02-10,10,2,1,0,7,2,2025
3,2025-02-17,6,4,0,0,8,2,2025
3,2025-02-24,7,2,1,0,9,2,2025
3,2025-03-03,8,6,1,1,10,3,2025
3,2025-03-10,6,2,0,1,11,3,2025
3,2025-03-17,7,3,1,1,12,3,2025
3,2025-03-24,7,5,1,1,13,3,2025
3,2025-03-31,9,5,2,1,14,3,2025
3,2025-04-07,13,7,1,0,15,4,2025
3,2025-04-14,12,7,0,0,16,4,2025
3,2025-04-21,10,6,1,0,17,4,2025
3,2025-04-28,11,7,0,0,18,4,2025
3,2025-05-05,7,6,0,0,19,5,2025
3,2025-05-12,7,4,0,0,20,5,2025
3,2025-05-19,10,5,1,0,21,5,2025
3,2025-05-26,12,6,2,0,22,5,2025
3,2025-06-02,13,8,3,0,23,6,2025
3,2025-06-09,13,8,0,0,24,6,2025
3,2025-06-16,5,4,1,0,25,6,2025
3,2025-06-23,8,3,1,0,26,6,2025
3,2025-06-30,15,11,1,0,27,6,2025
3,2025-07-07,11,4,0,0,28,7,2025
3,2025-07-14,2,1,0,0,29,7,2025
3,2025-07-21,13,8,0,0,30,7,2025
3,2025-07-28,4,3,0,0,31,7,2025
3,2025-08-04,9,1,0,0,32,8,2025
3,2025-08-11,9,9,0,0,33,8,2025
3,2025-08-18,8,5,0,0,34,8,2025
3,2025-08-25,5,2,1,0,35,8,2025
3,2025-09-01,5,5,0,0,36,9,2025
3,2025-09-08,10,6,0,0,37,9,2025
3,2025-09-15,8,6,0,0,38,9,2025
3,2025-09-22,8,5,1,0,39,9,2025
3,2025-09-29,8,4,0,0,40,9,2025
3,2025-10-06,3,1,1,1,41,10,2025
3,2025-10-13,7,5,0,1,42,10,2025
3,2025-10-20,10,6,0,1,43,10,2025
3,2025-10-27,11,6,1,1,44,10,2025
3,2025-11-03,7,5,1,1,45,11,2025
3,2025-11-10,12,7,0,1,46,11,2025
3,2025-11-17,14,7,2,1,47,11,2025
3,2025-11-24,6,2,1,1,48,11,2025
3,2025-12-01,5,2,0,0,49,12,2025
3,2025-12-08,12,7,1,0,50,12,2025
3,2025-12-15,6,5,0,0,51,12,2025
3,2025-12-22,7,1,2,0,52,12,2025
3,2025-12-29,5,2,1,0,1,12,2025
3,2026-01-05,5,3,0,0,2,1,2026
3,2026-01-12,9,6,0,0,3,1,2026
3,2026-01-19,8,5,0,0,4,1,2026
3,2026-01-26,10,6,0,0,5,1,2026
3,2026-02-02,11,4,2,0,6,2,2026
3,2026-02-09,8,3,3,0,7,2,2026
3,2026-02-16,11,4,0,0,8,2,2026
3,2026-02-23,5,3,0,0,9,2,2026
3,2026-03-02,8,3,0,1,10,3,2026
3,2026-03-09,6,3,0,1,11,3,2026
3,2026-03-16,7,5,0,1,12,3,2026
3,2026-03-23,9,6,1,1,13,3,2026
3,2026-03-30,9,3,3,1,14,3,2026
3,2026-04-06,6,3,1,0,15,4,2026
3,2026-04-13,11,9,0,0,16,4,2026
3,2026-04-20,8,4,1,0,17,4,2026
3,2026-04-27,14,9,1,0,18,4,2026
3,2026-05-04,6,5,0,0,19,5,2026
3,2026-05-11,5,3,1,0,20,5,2026
3,2026-05-18,6,5,1,0,21,5,2026
3,2026-05-25,11,8,0,0,22,5,2026
3,2026-06-01,8,3,0,0,23,6,2026
3,2026-06-08,6,4,0,0,24,6,2026
3,2026-06-15,6,4,0,0,25,6,2026
3,2026-06-22,10,8,1,0,26,6,2026
3,2026-06-29,1,1,0,0,27,6,2026
4,2022-12-26,1,1,0,0,52,12,2022
4,2023-01-02,5,4,0,0,1,1,2023
4,2023-01-09,9,7,0,0,2,1,2023
4,2023-01-16,3,2,1,0,3,1,2023
4,2023-01-23,4,2,0,0,4,1,2023
4,2023-01-30,5,3,0,0,5,1,2023
4,2023-02-06,12,7,2,0,6,2,2023
4,2023-02-13,4,1,1,0,7,2,2023
4,2023-02-20,8,5,1,0,8,2,2023
4,2023-02-27,7,3,2,0,9,2,2023
4,2023-03-06,10,5,2,1,10,3,2023
4,2023-03-13,5,2,1,1,11,3,2023
4,2023-03-20,3,2,0,1,12,3,2023
4,2023-03-27,9,6,2,1,13,3,2023
4,2023-04-03,5,2,1,0,14,4,2023
4,2023-04-10,7,4,1,0,15,4,2023
4,2023-04-17,2,1,0,0,16,4,2023
4,2023-04-24,6,2,1,0,17,4,2023
4,2023-05-01,7,2,3,0,18,5,2023
4,2023-05-08,6,4,0,0,19,5,2023
4,2023-05-15,4,3,0,0,20,5,2023
4,2023-05-22,7,5,1,0,21,5,2023
4,2023-05-29,7,2,2,0,22,5,2023
4,2023-06-05,5,2,0,0,23,6,2023
4,2023-06-12,4,3,0,0,24,6,2023
4,2023-06-19,7,5,0,0,25,6,2023
4,2023-06-26,7,4,0,0,26,6,2023
4,2023-07-03,5,5,0,0,27,7,2023
4,2023-07-10,10,5,3,0,28,7,2023
