CaseID,CrimeNo,CaseNo,UnitID,DistrictID,CaseCategoryID,CrimeHeadID,CrimeSubHeadID,GravityOffenceID,CaseStatusID,IOEmployeeID,CourtID,RegistrationDate,IsAnomaly,AnomalyType
8565,100010001202300034,202300034,1,1,1,8,23,1,5,4,2,2023-02-10,0,
8572,100010001202300035,202300035,1,1,1,8,23,1,5,5,1,2023-03-25,0,
8578,100010001202300036,202300036,1,1,1,8,23,1,1,5,2,2023-07-25,0,
8587,100010001202300037,202300037,1,1,1,8,23,1,1,1,1,2023-10-12,0,
8591,100010001202300038,202300038,1,1,1,8,23,1,5,8,2,2023-08-07,0,
8599,100010001202300039,202300039,1,1,1,8,23,1,2,8,2,2023-10-18,0,
8611,100010001202300040,202300040,1,1,1,8,24,1,1,6,1,2023-11-30,0,
8624,100010001202300041,202300041,1,1,1,8,23,1,5,1,1,2023-09-01,0,
8640,100010001202300042,202300042,1,1,1,8,23,1,5,5,2,2023-11-19,0,
8645,100010001202300043,202300043,1,1,1,8,23,1,1,6,2,2023-07-03,0,
8671,100010001202300044,202300044,1,1,1,8,23,1,1,1,2,2023-06-27,0,
8690,100010001202300045,202300045,1,1,1,8,23,1,5,7,1,2023-03-19,0,
8697,100010001202300046,202300046,1,1,1,8,23,1,2,6,1,2023-12-21,0,
8714,100010001202300047,202300047,1,1,1,8,24,1,2,2,2,2023-01-16,0,
8715,100010001202300048,202300048,1,1,1,8,24,1,1,7,2,2023-07-20,0,
8718,100010001202300049,202300049,1,1,1,8,24,1,5,6,1,2023-03-07,0,
8728,100010001202300050,202300050,1,1,1,8,24,1,1,1,2,2023-03-15,0,
8743,100010001202300051,202300051,1,1,1,8,23,1,2,6,1,2023-12-24,0,
8753,100010001202300052,202300052,1,1,1,8,23,1,1,2,1,2023-12-07,0,
8754,100010001202300053,202300053,1,1,1,8,23,1,1,5,1,2023-09-08,0,
8763,100010001202300054,202300054,1,1,1,8,23,1,5,3,2,2023-04-21,0,
8789,100010001202300055,202300055,1,1,1,8,23,1,2,8,1,2023-06-10,0,
8809,100010001202300056,202300056,1,1,1,8,23,1,5,1,2,2023-02-14,0,
8811,100010001202300057,202300057,1,1,1,8,23,1,1,1,2,2023-11-15,0,
8834,100010001202300058,202300058,1,1,1,8,23,1,5,7,1,2023-04-13,0,
8838,100010001202300059,202300059,1,1,1,8,23,1,5,7,1,2023-09-06,0,
8858,100010001202300060,202300060,1,1,1,8,23,1,5,2,2,2023-07-16,0,
8864,100010001202300061,202300061,1,1,1,8,23,1,2,3,1,2023-09-20,0,
8929,100010001202300062,202300062,1,1,1,8,23,1,1,4,1,2023-09-27,0,
8942,100010001202300063,202300063,1,1,1,8,23,1,5,3,1,2023-04-18,0,
8960,100010001202300064,202300064,1,1,1,8,23,1,2,6,1,2023-01-31,0,
8966,100010001202300065,202300065,1,1,1,8,23,1,5,7,2,2023-12-01,0,
8967,100010001202300066,202300066,1,1,1,8,23,1,1,4,2,2023-08-21,0,
8970,100010001202300067,202300067,1,1,1,8,24,1,2,4,2,2023-12-14,0,
8973,100010001202300068,202300068,1,1,1,8,23,1,2,8,1,2023-01-04,0,
9005,100010001202300069,202300069,1,1,1,8,24,1,1,2,2,2023-10-04,0,
9009,100010001202300070,202300070,1,1,1,8,23,1,4,8,1,2023-08-30,0,
9020,100010001202300071,202300071,1,1,1,8,24,1,5,1,2,2023-11-04,0,
9031,100010001202300072,202300072,1,1,1,8,23,1,5,3,2,2023-03-24,0,
9033,100010001202300073,202300073,1,1,1,8,23,1,5,3,2,2023-02-16,0,
9043,100010001202300074,202300074,1,1,1,8,24,1,2,1,2,2023-05-21,0,
9047,100010001202300075,202300075,1,1,1,8,23,1,5,2,1,2023-08-13,0,
9051,100010001202300076,202300076,1,1,1,8,24,1,5,4,1,2023-02-06,0,
9056,100010001202300077,202300077,1,1,1,8,24,1,2,2,2,2023-05-28,0,
9067,100010001202300078,202300078,1,1,1,8,23,1,5,4,1,2023-05-30,0,
9069,100010001202300079,202300079,1,1,1,8,24,1,2,4,2,2023-05-05,0,
9075,100010001202300080,202300080,1,1,1,8,23,1,5,6,2,2023-09-10,0,
9080,100010001202300081,202300081,1,1,1,8,24,1,1,8,1,2023-05-21,0,
9105,100010001202300082,202300082,1,1,1,8,23,1,1,6,1,2023-08-27,0,
9106,100010001202300083,202300083,1,1,1,8,23,1,1,2,1,2023-05-19,0,
9111,100010001202300084,202300084,1,1,1,8,24,1,2,3,1,2023-04-03,0,
9124,100010001202300085,202300085,1,1,1,8,23,1,2,6,2,2023-02-24,0,
9157,100010001202300086,202300086,1,1,1,8,23,1,5,7,2,2023-02-27,0,
9161,100010001202300087,202300087,1,1,1,8,23,1,1,1,2,2023-09-19,0,
9167,100010001202300088,202300088,1,1,1,8,23,1,5,7,1,2023-08-19,0,
9169,100010001202300089,202300089,1,1,1,8,23,1,2,8,1,2023-08-03,0,
9358,100010001202300090,202300090,1,1,1,8,23,1,2,1,1,2023-07-27,0,
9603,100010001202300091,202300091,1,1,1,8,23,1,4,5,1,2023-12-12,0,
9648,100010001202300092,202300092,1,1,1,8,23,1,1,4,1,2023-11-30,0,
10232,100010001202300093,202300093,1,1,1,8,24,1,4,6,2,2023-05-16,0,
10596,100010001202300094,202300094,1,1,1,8,23,1,2,6,1,2023-07-15,0,
10800,100010001202300095,202300095,1,1,1,8,23,1,5,6,1,2023-09-20,0,
10859,100010001202300096,202300096,1,1,1,8,23,1,2,3,1,2023-06-28,0,
10878,100010001202300097,202300097,1,1,1,8,23,1,1,7,1,2023-11-07,0,
11506,100010001202300098,202300098,1,1,1,8,23,1,1,8,1,2023-09-11,0,
11565,100010001202300099,202300099,1,1,1,8,23,1,5,7,2,2023-04-18,0,
11864,100010001202300100,202300100,1,1,1,8,23,1,2,4,2,2023-11-28,0,
11889,100010001202300101,202300101,1,1,1,8,23,1,5,8,2,2023-11-22,0,
12162,100010001202300102,202300102,1,1,1,8,23,1,2,6,1,2023-09-29,0,
12407,100010001202300103,202300103,1,1,1,8,23,1,5,6,2,2023-02-05,0,
12656,100010001202300104,202300104,1,1,1,8,23,1,5,2,2,2023-04-06,0,
13314,100010001202300105,202300105,1,1,1,3,12,1,2,8,1,2023-03-02,0,
13621,100010001202300106,202300106,1,1,1,3,12,1,5,4,2,2023-08-21,0,
13709,100010001202300107,202300107,1,1,1,7,20,1,2,2,1,2023-05-17,0,
13719,100010001202300108,202300108,1,1,1,10,26,2,4,7,2,2023-01-21,0,
13797,100010001202300109,202300109,1,1,1,1,5,1,5,7,2,2023-11-14,0,
13866,100010001202300110,202300110,1,1,1,5,16,2,1,2,1,2023-11-28,0,
14100,100010001202300111,202300111,1,1,1,7,20,1,1,2,1,2023-10-19,0,
14107,100010001202300112,202300112,1,1,1,10,26,2,2,4,1,2023-10-26,0,
14260,100010001202300113,202300113,1,1,1,5,16,2,5,3,1,2023-02-13,0,
14568,100010001202300114,202300114,1,1,1,5,16,2,1,5,2,2023-05-29,0,
14624,100010001202300115,202300115,1,1,1,1,2,1,2,7,1,2023-09-15,0,
14640,100010001202300116,202300116,1,1,1,1,5,1,4,2,2,2023-06-11,0,
14759,100010001202300117,202300117,1,1,1,5,16,2,1,4,2,2023-12-14,0,
14858,100010001202300118,202300118,1,1,1,1,2,1,1,7,1,2023-12-25,0,
15439,100010001202300119,202300119,1,1,1,1,1,1,5,6,1,2023-02-19,0,
15455,100010001202300120,202300120,1,1,1,1,4,1,1,4,2,2023-10-02,0,
15494,100010001202300121,202300121,1,1,1,3,12,1,5,8,1,2023-12-04,0,
15543,100010001202300122,202300122,1,1,1,7,20,1,2,4,1,2023-08-12,0,
15659,100010001202300123,202300123,1,1,1,7,20,1,1,4,2,2023-09-19,0,
15672,100010001202300124,202300124,1,1,1,3,13,1,1,7,2,2023-07-12,0,
15686,100010001202300125,202300125,1,1,1,3,13,1,1,5,2,2023-01-11,0,
15975,100010001202300126,202300126,1,1,1,2,9,2,1,1,2,2023-04-17,0,
16354,100010001202300127,202300127,1,1,1,1,3,1,1,3,1,2023-10-03,0,
16362,100010001202300128,202300128,1,1,1,3,12,1,5,4,1,2023-02-26,0,
16556,100010001202300129,202300129,1,1,1,1,5,1,5,2,2,2023-03-07,0,
17045,100010001202300130,202300130,1,1,1,5,16,2,5,3,1,2023-02-24,0,
17145,100010001202300131,202300131,1,1,1,3,13,1,5,1,2,2023-08-23,0,
17296,100010001202300132,202300132,1,1,1,10,26,2,5,1,1,2023-08-12,0,
17401,100010001202300133,202300133,1,1,1,7,20,1,5,1,1,2023-04-15,0,
17976,100010001202300134,202300134,1,1,1,5,16,2,1,8,2,2023-10-18,0,
18099,100010001202300135,202300135,1,1,1,9,25,2,1,1,1,2023-11-21,0,
18114,100010001202300136,202300136,1,1,1,2,8,2,1,1,1,2023-05-19,0,
18212,100010001202300137,202300137,1,1,1,1,4,1,2,5,2,2023-03-06,0,
18282,100010001202300138,202300138,1,1,1,1,5,1,2,8,1,2023-03-05,0,
18482,100010001202300139,202300139,1,1,1,1,5,1,1,3,2,2023-08-22,0,
18726,100010001202300140,202300140,1,1,1,1,2,1,5,5,2,2023-06-13,0,
18729,100010001202300141,202300141,1,1,1,9,25,2,2,4,1,2023-10-17,0,
18929,100010001202300142,202300142,1,1,1,1,5,1,1,3,1,2023-11-21,0,
19077,100010001202300143,202300143,1,1,1,1,4,1,1,6,2,2023-03-26,0,
19290,100010001202300144,202300144,1,1,1,1,2,1,1,3,2,2023-03-31,0,
19551,100010001202300145,202300145,1,1,1,5,16,2,4,6,2,2023-03-08,0,
20172,100010001202300146,202300146,1,1,1,3,11,1,4,1,1,2023-10-24,0,
20191,100010001202300147,202300147,1,1,1,5,17,2,5,8,2,2023-08-27,0,
20515,100010001202300148,202300148,1,1,1,5,17,2,1,3,2,2023-07-05,0,
20555,100010001202300149,202300149,1,1,1,3,13,1,1,6,1,2023-07-19,0,
20861,100010001202300150,202300150,1,1,1,3,13,1,5,2,2,2023-09-20,0,
21001,100010001202300151,202300151,1,1,1,2,8,2,1,8,1,2023-05-31,0,
21039,100010001202300152,202300152,1,1,1,2,8,2,2,2,2,2023-07-02,0,
21056,100010001202300153,202300153,1,1,1,10,26,2,5,6,2,2023-04-15,0,
21688,100010001202300154,202300154,1,1,1,7,20,1,5,8,2,2023-03-05,0,
21808,100010001202300155,202300155,1,1,1,2,8,2,4,5,2,2023-04-03,0,
21972,100010001202300156,202300156,1,1,1,1,1,1,1,4,1,2023-05-09,0,
22174,100010001202300157,202300157,1,1,1,5,17,2,1,4,1,2023-10-14,0,
22287,100010001202300158,202300158,1,1,1,3,11,1,1,4,1,2023-06-15,0,
22481,100010001202300159,202300159,1,1,1,9,25,2,2,2,1,2023-09-01,0,
23051,100010001202300160,202300160,1,1,1,7,22,1,4,4,1,2023-02-04,0,
23070,100010001202300161,202300161,1,1,1,2,8,2,5,2,1,2023-08-06,0,
23184,100010001202300162,202300162,1,1,1,2,8,2,2,7,2,2023-10-03,0,
23475,100010001202300163,202300163,1,1,1,2,10,2,2,8,2,2023-08-15,0,
23538,100010001202300164,202300164,1,1,1,5,16,2,5,6,1,2023-10-30,0,
23608,100010001202300165,202300165,1,1,1,2,10,2,5,7,1,2023-04-20,0,
23732,100010001202300166,202300166,1,1,1,3,11,1,5,5,1,2023-03-01,0,
23997,100010001202300167,202300167,1,1,1,2,9,2,1,8,1,2023-08-14,0,
24019,100010001202300168,202300168,1,1,1,3,12,1,5,1,2,2023-01-02,0,
24030,100010001202300169,202300169,1,1,1,5,16,2,5,4,1,2023-01-30,0,
24058,100010001202300170,202300170,1,1,1,5,16,2,5,1,2,2023-02-08,0,
24619,100010001202300171,202300171,1,1,1,7,21,1,1,5,2,2023-10-07,0,
24622,100010001202300172,202300172,1,1,1,1,2,1,1,2,2,2023-11-25,0,
24742,100010001202300173,202300173,1,1,1,7,20,1,5,8,1,2023-03-23,0,
24907,100010001202300174,202300174,1,1,1,1,5,1,5,3,1,2023-06-10,0,
25299,100010001202300175,202300175,1,1,1,4,15,1,5,7,2,2023-12-02,0,
25367,100010001202300176,202300176,1,1,1,10,27,2,2,6,2,2023-02-16,0,
25486,100010001202300177,202300177,1,1,1,5,16,2,5,8,2,2023-09-02,0,
25734,100010001202300178,202300178,1,1,1,9,25,2,1,1,1,2023-03-13,0,
26011,100010001202300179,202300179,1,1,1,3,12,1,1,2,2,2023-12-04,0,
26159,100010001202300180,202300180,1,1,1,4,15,1,2,6,1,2023-07-18,0,
26351,100010001202300181,202300181,1,1,1,10,26,2,5,3,1,2023-12-08,0,
26503,100010001202300182,202300182,1,1,1,3,13,1,1,7,1,2023-11-01,0,
26682,100010001202300183,202300183,1,1,1,7,20,1,1,7,2,2023-05-10,0,
27123,100010001202300184,202300184,1,1,1,4,14,1,1,2,2,2023-05-14,0,
27318,100010001202300185,202300185,1,1,1,2,8,2,1,6,1,2023-01-17,0,
27439,100010001202300186,202300186,1,1,1,1,5,1,1,5,2,2023-03-23,0,
28048,100010001202300187,202300187,1,1,1,3,12,1,2,2,2,2023-07-25,0,
28203,100010001202300188,202300188,1,1,1,3,13,1,4,7,2,2023-08-12,0,
28842,100010001202300189,202300189,1,1,1,3,13,1,1,7,2,2023-06-13,0,
28850,100010001202300190,202300190,1,1,1,10,26,2,5,8,1,2023-11-08,0,
29031,100010001202300191,202300191,1,1,1,10,27,2,1,2,1,2023-12-23,0,
29463,100010001202300192,202300192,1,1,1,1,5,1,1,1,1,2023-06-29,0,
29666,100010001202300193,202300193,1,1,1,5,17,2,2,4,2,2023-10-20,0,
29823,100010001202300194,202300194,1,1,1,1,4,1,5,8,2,2023-07-18,0,
29981,100010001202300195,202300195,1,1,1,1,4,1,1,5,1,2023-01-14,0,
30208,100010001202300196,202300196,1,1,1,9,25,2,1,5,2,2023-10-05,0,
30211,100010001202300197,202300197,1,1,1,3,13,1,5,1,1,2023-08-01,0,
30641,100010001202300198,202300198,1,1,1,1,5,1,1,3,1,2023-02-25,0,
30756,100010001202300199,202300199,1,1,1,1,1,1,1,1,1,2023-05-16,0,
30841,100010001202300200,202300200,1,1,1,3,13,1,1,7,2,2023-06-25,0,
30960,100010001202300201,202300201,1,1,1,7,20,1,1,1,2,2023-04-05,0,
30972,100010001202300202,202300202,1,1,1,1,5,1,1,3,2,2023-11-09,0,
31176,100010001202300203,202300203,1,1,1,7,20,1,5,6,2,2023-01-04,0,
31224,100010001202300204,202300204,1,1,1,3,11,1,1,2,2,2023-03-28,0,
31424,100010001202300205,202300205,1,1,1,3,13,1,1,8,2,2023-05-12,0,
31457,100010001202300206,202300206,1,1,1,1,4,1,1,6,2,2023-11-26,0,
31584,100010001202300207,202300207,1,1,1,10,27,2,5,6,2,2023-07-30,0,
31617,100010001202300208,202300208,1,1,1,3,12,1,2,7,1,2023-06-16,0,
32481,100010001202300209,202300209,1,1,1,1,2,1,4,2,2,2023-12-10,0,
32542,100010001202300210,202300210,1,1,1,1,2,1,2,1,1,2023-05-01,0,
32588,100010001202300211,202300211,1,1,1,1,1,1,2,8,2,2023-12-05,0,
32600,100010001202300212,202300212,1,1,1,1,4,1,2,3,2,2023-04-17,0,
32757,100010001202300213,202300213,1,1,1,1,5,1,5,1,1,2023-10-13,0,
33161,100010001202300214,202300214,1,1,1,9,25,2,5,5,1,2023-07-19,0,
33208,100010001202300215,202300215,1,1,1,9,25,2,5,5,2,2023-03-20,0,
33346,100010001202300216,202300216,1,1,1,5,16,2,5,2,1,2023-02-06,0,
33401,100010001202300217,202300217,1,1,1,2,9,2,5,3,1,2023-09-30,0,
33410,100010001202300218,202300218,1,1,1,3,13,1,1,2,1,2023-01-02,0,
34420,100010001202300219,202300219,1,1,1,3,13,1,4,4,1,2023-07-07,0,
34518,100010001202300220,202300220,1,1,1,10,26,2,2,1,1,2023-12-02,0,
34737,100010001202300221,202300221,1,1,1,7,20,1,1,2,2,2023-02-06,0,
34936,100010001202300222,202300222,1,1,1,1,4,1,1,1,1,2023-02-06,0,
35324,100010001202300223,202300223,1,1,1,5,16,2,5,8,2,2023-05-27,0,
35439,100010001202300224,202300224,1,1,1,1,5,1,2,7,1,2023-04-29,0,
35808,100010001202300225,202300225,1,1,1,1,3,1,4,7,1,2023-04-19,0,
35938,100010001202300226,202300226,1,1,1,5,16,2,4,2,1,2023-01-17,0,
36336,100010001202300227,202300227,1,1,1,10,26,2,5,5,2,2023-02-22,0,
36385,100010001202300228,202300228,1,1,1,5,16,2,2,7,2,2023-04-22,0,
36527,100010001202300229,202300229,1,1,1,5,16,2,1,1,2,2023-11-18,0,
36759,100010001202300230,202300230,1,1,1,1,5,1,2,6,1,2023-11-05,0,
36768,100010001202300231,202300231,1,1,1,3,13,1,2,7,1,2023-03-24,0,
37412,100010001202300232,202300232,1,1,1,10,26,2,5,6,1,2023-09-29,0,
37509,100010001202300233,202300233,1,1,1,5,17,2,4,2,2,2023-08-09,0,
37809,100010001202300234,202300234,1,1,1,2,10,2,2,1,2,2023-01-18,0,
37834,100010001202300235,202300235,1,1,1,3,13,1,2,4,1,2023-08-15,0,
37860,100010001202300236,202300236,1,1,1,1,2,1,1,4,1,2023-04-19,0,
37920,100010001202300237,202300237,1,1,1,1,4,1,1,1,2,2023-06-03,0,
37932,100010001202300238,202300238,1,1,1,10,26,2,2,5,2,2023-11-11,0,
38319,100010001202300239,202300239,1,1,1,2,9,2,1,4,2,2023-04-30,0,
38605,100010001202300240,202300240,1,1,1,2,8,2,1,3,1,2023-04-04,0,
38674,100010001202300241,202300241,1,1,1,1,5,1,2,4,1,2023-10-01,0,
38758,100010001202300242,202300242,1,1,1,7,20,1,1,2,2,2023-11-05,0,
38898,100010001202300243,202300243,1,1,1,1,1,1,2,6,2,2023-07-19,0,
39231,100010001202300244,202300244,1,1,1,3,13,1,4,7,2,2023-03-03,0,
39241,100010001202300245,202300245,1,1,1,10,27,2,5,2,1,2023-04-04,0,
39266,100010001202300246,202300246,1,1,1,10,26,2,5,3,2,2023-09-30,0,
40021,100010001202300247,202300247,1,1,1,2,10,2,2,8,2,2023-09-10,0,
40153,100010001202300248,202300248,1,1,1,3,13,1,5,8,1,2023-09-07,0,
40193,100010001202300249,202300249,1,1,1,9,25,2,1,6,2,2023-04-27,0,
40746,100010001202300250,202300250,1,1,1,4,14,1,5,2,1,2023-03-10,0,
41129,100010001202300251,202300251,1,1,1,3,13,1,5,5,1,2023-02-04,0,
42069,100010001202300252,202300252,1,1,1,9,25,2,4,8,1,2023-07-09,0,
42098,100010001202300253,202300253,1,1,1,10,27,2,1,8,2,2023-07-29,0,
42347,100010001202300254,202300254,1,1,1,3,13,1,4,3,1,2023-12-27,0,
42443,100010001202300255,202300255,1,1,1,1,3,1,1,2,2,2023-10-09,0,
42618,100010001202300256,202300256,1,1,1,5,16,2,5,6,1,2023-03-08,0,
42770,100010001202300257,202300257,1,1,1,5,17,2,5,8,1,2023-04-27,0,
42897,100010001202300258,202300258,1,1,1,3,13,1,2,3,1,2023-05-02,0,
42954,100010001202300259,202300259,1,1,1,3,13,1,1,5,1,2023-02-04,0,
43120,100010001202300260,202300260,1,1,1,5,16,2,2,7,2,2023-04-25,0,
43369,100010001202300261,202300261,1,1,1,10,26,2,1,2,2,2023-12-08,0,
43377,100010001202300262,202300262,1,1,1,1,5,1,4,3,1,2023-12-17,0,
43422,100010001202300263,202300263,1,1,1,1,5,1,1,1,2,2023-07-10,0,
43437,100010001202300264,202300264,1,1,1,7,20,1,2,5,2,2023-05-18,0,
43463,100010001202300265,202300265,1,1,1,7,21,1,5,4,1,2023-03-08,0,
43608,100010001202300266,202300266,1,1,1,2,8,2,2,8,1,2023-11-06,0,
44049,100010001202300267,202300267,1,1,1,5,16,2,2,6,2,2023-02-19,0,
44055,100010001202300268,202300268,1,1,1,2,8,2,2,1,1,2023-08-08,0,
44093,100010001202300269,202300269,1,1,1,1,4,1,2,4,2,2023-10-16,0,
44112,100010001202300270,202300270,1,1,1,9,25,2,2,4,1,2023-06-17,0,
44203,100010001202300271,202300271,1,1,1,5,16,2,1,6,1,2023-03-15,0,
44540,100010001202300272,202300272,1,1,1,1,5,1,1,7,2,2023-03-27,0,
45083,100010001202300273,202300273,1,1,1,1,2,1,2,6,1,2023-01-28,0,
45249,100010001202300274,202300274,1,1,1,5,16,2,5,2,1,2023-01-09,0,
45541,100010001202300275,202300275,1,1,1,1,4,1,1,4,1,2023-10-30,0,
45661,100010001202300276,202300276,1,1,1,3,11,1,5,8,1,2023-10-24,0,
45836,100010001202300277,202300277,1,1,1,3,13,1,5,6,1,2023-05-15,0,
46568,100010001202300278,202300278,1,1,1,4,15,1,4,1,2,2023-07-20,0,
46633,100010001202300279,202300279,1,1,1,5,16,2,2,1,2,2023-12-23,0,
46875,100010001202300280,202300280,1,1,1,5,16,2,4,7,1,2023-03-14,0,
47124,100010001202300281,202300281,1,1,1,2,8,2,2,7,1,2023-10-01,0,
47134,100010001202300282,202300282,1,1,1,5,16,2,5,6,2,2023-03-18,0,
47205,100010001202300283,202300283,1,1,1,9,25,2,1,8,1,2023-12-11,0,
47288,100010001202300284,202300284,1,1,1,10,26,2,5,4,2,2023-03-23,0,
47676,100010001202300285,202300285,1,1,1,3,13,1,1,1,1,2023-05-07,0,
47859,100010001202300286,202300286,1,1,1,1,4,1,5,3,2,2023-07-26,0,
47876,100010001202300287,202300287,1,1,1,3,13,1,1,1,2,2023-06-30,0,
48351,100010001202300288,202300288,1,1,1,10,27,2,5,2,2,2023-02-26,0,
48390,100010001202300289,202300289,1,1,1,5,16,2,1,8,2,2023-06-01,0,
48462,100010001202300290,202300290,1,1,1,5,16,2,1,1,2,2023-11-05,0,
48978,100010001202300291,202300291,1,1,1,2,10,2,5,6,1,2023-07-24,0,
49060,100010001202300292,202300292,1,1,1,1,4,1,5,5,2,2023-06-03,0,
49538,100010001202300293,202300293,1,1,1,2,8,2,2,6,1,2023-05-11,0,
49626,100010001202300294,202300294,1,1,1,9,25,2,5,5,1,2023-01-08,0,
49655,100010001202300295,202300295,1,1,1,5,16,2,5,8,2,2023-01-23,0,
49667,100010001202300296,202300296,1,1,1,5,16,2,4,2,2,2023-07-30,0,
49884,100010001202300297,202300297,1,1,1,3,13,1,1,8,2,2023-04-18,0,
319,100010001202400001,202400001,1,1,1,6,18,2,4,8,1,2024-09-14,0,
395,100010001202400002,202400002,1,1,1,6,18,2,5,7,1,2024-01-13,0,
410,100010001202400003,202400003,1,1,1,6,18,2,5,5,1,2024-08-19,0,
538,100010001202400004,202400004,1,1,1,6,18,2,5,3,1,2024-08-02,0,
1162,100010001202400005,202400005,1,1,1,6,19,2,5,7,2,2024-05-31,0,
1216,100010001202400006,202400006,1,1,1,6,18,2,1,3,1,2024-01-15,0,
1234,100010001202400007,202400007,1,1,1,6,19,2,5,2,1,2024-06-19,0,
1254,100010001202400008,202400008,1,1,1,6,19,2,1,1,1,2024-04-14,0,
1754,100010001202400009,202400009,1,1,1,6,19,2,5,5,1,2024-06-04,0,
1798,100010001202400010,202400010,1,1,1,6,18,2,5,6,1,2024-09-04,0,
1810,100010001202400011,202400011,1,1,1,6,18,2,1,5,2,2024-08-08,0,
1941,100010001202400012,202400012,1,1,1,6,19,2,2,5,1,2024-11-16,0,
1977,100010001202400013,202400013,1,1,1,6,19,2,5,8,1,2024-07-22,0,
2259,100010001202400014,202400014,1,1,1,6,19,2,1,3,2,2024-06-15,0,
2529,100010001202400015,202400015,1,1,1,6,19,2,1,5,2,2024-12-22,0,
2617,100010001202400016,202400016,1,1,1,6,18,2,1,8,2,2024-07-26,0,
2713,100010001202400017,202400017,1,1,1,6,19,2,1,7,2,2024-01-25,0,
2728,100010001202400018,202400018,1,1,1,6,19,2,5,1,2,2024-11-20,0,
2743,100010001202400019,202400019,1,1,1,6,19,2,2,5,1,2024-07-12,0,
2862,100010001202400020,202400020,1,1,1,6,19,2,4,2,1,2024-03-16,0,
3182,100010001202400021,202400021,1,1,1,6,18,2,5,3,1,2024-11-17,0,
3252,100010001202400022,202400022,1,1,1,6,18,2,4,5,1,2024-03-19,0,
3456,100010001202400023,202400023,1,1,1,6,18,2,1,7,2,2024-06-28,0,
3510,100010001202400024,202400024,1,1,1,6,19,2,5,8,2,2024-08-05,0,
3524,100010001202400025,202400025,1,1,1,6,19,2,1,1,1,2024-06-06,0,
3873,100010001202400026,202400026,1,1,1,6,19,2,1,6,1,2024-11-12,0,
4357,100010001202400027,202400027,1,1,1,2,7,2,5,2,2,2024-10-24,0,
4576,100010001202400028,202400028,1,1,1,2,7,2,2,3,2,2024-06-14,0,
4813,100010001202400029,202400029,1,1,1,2,6,2,5,6,2,2024-10-22,0,
5236,100010001202400030,202400030,1,1,1,2,7,2,2,5,2,2024-12-17,0,
5292,100010001202400031,202400031,1,1,1,2,6,2,5,5,2,2024-11-24,0,
