AssocID,CaseID,SectionID
441,9158,20
442,9162,19
443,9162,20
444,9165,20
445,9165,19
446,9227,20
447,9227,19
448,9405,19
449,9456,19
450,9907,19
451,10011,20
452,10520,19
453,10711,20
454,10751,19
455,10907,20
456,10907,19
457,10973,20
458,11262,20
459,11378,19
460,11628,19
461,11628,20
462,12142,20
463,12142,19
464,12472,20
465,12472,19
466,12488,19
467,12541,19
468,12687,20
469,12786,19
470,12786,20
471,13195,24
472,13463,8
473,13548,4
474,13646,41
475,13703,41
476,13706,39
477,13721,41
478,13862,40
479,13864,10
480,14053,4
481,14063,41
482,14098,42
483,14141,40
484,14824,16
485,14982,1
486,15209,24
487,15514,16
488,15576,5
489,15576,6
490,15644,7
491,15751,24
492,15938,22
493,15938,21
494,16349,42
495,16386,2
496,16401,16
497,16405,24
498,16412,39
499,16460,24
500,16729,4
501,16795,16
502,17044,18
503,17336,34
504,17341,7
505,17355,6
506,17783,16
507,17788,16
508,17879,24
509,18031,24
510,18333,17
511,18369,6
512,18369,5
513,18447,2
514,18713,16
515,18762,22
516,19066,6
517,19066,5
518,19219,24
519,19310,21
520,19653,7
521,20279,9
522,20649,17
523,20663,16
524,20935,36
525,21893,35
526,21918,7
527,21956,16
528,22121,5
529,22121,6
530,22142,35
531,22402,16
532,22683,7
533,22748,34
534,22802,13
535,22841,24
536,22978,4
537,22982,10
538,23148,24
539,23247,16
540,23442,35
541,23533,10
542,23543,6
543,23687,16
544,23694,5
545,23694,6
546,23770,8
547,23928,21
548,23968,34
549,24116,16
550,24311,43
551,24597,40
552,24623,13
553,24657,24
554,24767,13
555,25120,24
556,25433,13
557,25450,10
558,25474,41
559,25577,39
560,25770,41
561,26084,16
562,26132,10
563,26438,34
564,26535,10
565,27336,22
566,27509,8
567,27642,1
568,28220,24
569,28441,8
570,28468,43
571,28657,37
572,28664,34
573,28918,16
574,28998,13
575,29028,16
576,29497,17
577,29810,7
578,29968,43
579,30135,41
580,30176,13
581,30222,7
582,30352,34
583,30430,22
584,30687,38
585,30827,24
586,30913,41
587,30980,7
588,31309,21
589,31416,5
590,31438,37
591,31649,41
592,31953,1
593,32046,7
594,32199,9
595,32244,35
596,32432,41
597,32823,40
598,33094,7
599,33726,24
600,33797,16
601,34302,13
602,34468,7
603,34610,16
604,34679,34
605,34973,42
606,35101,16
607,35342,35
608,35575,24
609,35782,24
610,35922,24
611,36257,34
612,36403,4
613,36530,5
614,36880,22
615,36990,10
616,37490,43
617,37694,34
618,37747,36
619,38271,4
620,38361,34
621,38574,13
622,38787,5
623,38899,34
624,39500,9
625,39519,6
626,39900,40
627,39984,37
628,39984,38
629,39996,41
630,40709,34
631,40885,24
632,40891,7
633,40978,16
634,41203,6
635,41203,5
636,41257,34
637,41596,24
638,41682,5
639,41685,4
640,41824,18
641,41952,42
642,41952,43
643,42090,41
644,42173,16
645,42289,24
646,42649,16
647,42726,16
648,42739,39
649,42785,18
650,42835,9
651,42908,40
652,42945,24
653,42980,24
654,43026,6
655,43034,10
656,43121,16
657,43343,17
658,43343,18
659,43442,34
660,43532,34
661,43725,21
662,43907,4
663,43958,16
664,43965,15
665,43969,1
666,43978,16
667,44243,4
668,44360,5
669,44429,4
670,44657,24
671,45096,16
672,45121,41
673,45361,4
674,45419,24
675,45817,24
676,45980,5
677,45984,41
678,45991,40
679,46081,34
680,46185,40
681,46313,21
682,46436,40
683,46478,34
684,46555,8
685,46643,34
686,46728,34
687,47091,16
688,47166,42
689,47271,40
690,47329,43
691,47381,7
692,47438,22
693,47531,36
694,47565,24
695,47908,34
696,48019,17
697,48059,6
698,48059,5
699,48493,34
700,48529,35
701,48629,5
702,48629,6
703,48849,24
704,49067,34
705,49135,21
706,49389,41
707,49470,17
708,49470,18
709,49708,7
710,49892,24
711,123,33
712,129,33
713,174,33
714,210,31
715,333,31
716,333,32
717,354,32
718,666,33
719,670,33
720,1079,33
721,1120,33
722,1185,32
723,1217,33
724,1324,33
725,1337,33
726,1424,33
727,1435,32
728,1491,33
729,1499,33
730,1712,32
731,1712,31
732,1789,33
733,1817,33
734,1821,33
735,1961,33
736,1969,32
737,1985,32
738,2031,31
739,2031,32
740,2038,31
741,2038,32
742,2111,32
743,2155,33
744,2175,33
745,2608,33
746,2858,33
747,2912,33
748,2915,33
749,3105,33
750,3218,31
751,3222,33
752,3264,31
753,3304,33
754,3347,31
755,3351,33
756,3557,32
757,3605,33
758,3615,31
759,3615,32
760,3616,33
761,3674,31
762,3674,32
763,3724,33
764,3798,32
765,3798,31
766,3817,33
767,3863,31
768,3973,32
769,4047,12
770,4047,11
771,4151,11
772,4389,11
773,4467,11
774,4588,11
775,4738,11
776,4932,11
777,4932,12
778,5027,12
779,5027,11
780,5270,11
781,5442,11
782,5446,12
783,5462,11
784,5477,11
785,5738,12
786,5957,11
787,6062,11
788,6123,12
789,6123,11
790,6268,11
791,6338,11
792,6501,11
793,6966,11
794,7169,11
795,7207,11
796,7231,12
797,7231,11
798,7266,11
799,7266,12
800,7346,12
801,7346,11
802,7439,11
803,7889,11
804,8512,19
805,8520,19
806,8520,20
807,8531,19
808,8531,20
809,8567,20
810,8570,20
811,8570,19
812,8584,20
813,8584,19
814,8618,20
815,8629,20
816,8638,19
817,8655,19
818,8661,19
819,8672,19
820,8677,20
821,8683,20
822,8713,20
823,8713,19
824,8722,19
825,8730,19
826,8737,19
827,8748,20
828,8775,19
829,8808,19
830,8812,19
831,8817,20
832,8821,19
833,8837,19
834,8837,20
835,8841,19
836,8850,19
837,8854,20
838,8861,20
839,8874,19
840,8876,19
841,8876,20
842,8883,19
843,8883,20
844,8889,19
845,8906,19
846,8935,19
847,8940,19
848,8940,20
849,8951,19
850,8951,20
851,8982,19
852,8983,19
853,8989,19
854,8990,20
855,9001,19
856,9001,20
857,9004,19
858,9015,20
859,9015,19
860,9018,20
861,9021,20
862,9025,20
863,9040,19
864,9042,20
865,9042,19
866,9044,20
867,9044,19
868,9066,19
869,9087,20
870,9099,20
871,9114,19
872,9118,19
873,9136,19
874,9139,20
875,9145,19
876,9153,19
877,9170,20
878,9170,19
879,9171,19
880,9255,20
881,9554,19
882,9646,19
883,9668,20
884,9916,20
885,9916,19
886,10056,20
887,10056,19
888,10222,19
889,10311,20
890,10353,20
891,10560,19
892,10577,20
893,10696,19
894,10811,20
895,10812,20
896,10812,19
897,10968,20
898,10968,19
899,11010,20
900,11010,19
901,11358,19
902,11476,20
903,11674,19
904,11674,20
905,11742,20
906,11932,20
907,11935,19
908,12031,19
909,12031,20
910,12074,20
911,12074,19
912,12147,19
913,12242,19
914,12282,20
915,12282,19
916,12443,19
917,12493,20
918,12526,19
919,12558,20
920,12568,19
921,12669,19
922,12701,20
923,12884,19
924,13053,34
925,13166,10
926,13424,9
927,13648,13
928,13693,41
929,13713,24
930,13825,13
931,13922,22
932,13922,21
933,14030,7
934,14404,5
935,14404,6
936,14449,15
937,14574,24
938,14651,6
939,14651,5
940,14661,37
941,14661,38
942,14781,42
943,14892,34
944,15035,1
945,15243,8
946,15243,9
947,15265,24
948,15402,18
949,15402,17
950,15525,24
951,15530,13
952,15842,24
953,15875,42
954,15875,43
955,15979,22
956,16143,17
957,16143,18
958,16290,42
959,16290,43
960,16382,7
961,16461,43
962,16461,42
963,16558,39
964,16590,17
965,16590,18
966,16596,40
967,16606,35
968,16694,16
969,17214,41
970,17445,18
971,17672,42
972,17860,9
973,17884,13
974,18093,22
975,18181,5
976,18211,13
977,18629,10
978,19153,39
979,19309,7
980,19383,2
981,19408,16
982,19494,24
983,19694,6
984,19694,5
985,19707,9
986,20028,16
987,20498,38
988,20498,37
989,20685,13
990,20980,6
991,20980,5
992,20999,34
993,21268,34
994,21366,43
995,21366,42
996,21417,6
997,21417,5
998,21596,34
999,21680,24
1000,21827,41
1001,21935,16
1002,22209,16
1003,22225,16
1004,22245,16
1005,22275,41
1006,22346,5
1007,22542,5
1008,22552,6
1009,22913,36
1010,22984,7
1011,23032,10
1012,23089,34
1013,23155,42
1014,23303,10
1015,23340,24
1016,23509,34
1017,23603,34
1018,23612,13
1019,23620,13
1020,23624,2
1021,23712,6
1022,23712,5
1023,23857,34
1024,24047,17
1025,24047,18
1026,24132,34
1027,24146,10
1028,24156,24
1029,24329,24
1030,24359,41
1031,24485,24
1032,24659,13
1033,24670,13
1034,24701,16
1035,25221,2
1036,25588,41
1037,25642,17
1038,26452,15
1039,26993,7
1040,27519,24
1041,27612,39
1042,27864,24
1043,28040,43
1044,28069,13
1045,28123,8
1046,28123,9
1047,28392,13
1048,28429,36
1049,28528,35
1050,28549,42
1051,28929,16
1052,29470,6
1053,29645,41
1054,29727,34
1055,29830,7
1056,29908,7
1057,30043,22
1058,30130,13
1059,30151,5
1060,30390,38
1061,30431,35
1062,30506,43
1063,30506,42
1064,30606,42
1065,30606,43
1066,30772,1
1067,31107,24
1068,31294,41
1069,31750,38
1070,31884,34
1071,31915,10
1072,31983,24
1073,32045,7
1074,32280,8
1075,32293,43
1076,32293,42
1077,32574,41
1078,32653,2
1079,32673,7
1080,32899,24
1081,32920,40
1082,32960,5
1083,33105,37
1084,33105,38
1085,33421,6
1086,33442,42
1087,33712,6
1088,33767,24
1089,33850,1
1090,34522,5
1091,34660,24
1092,35243,16
1093,35636,15
1094,35648,13
1095,35872,39
1096,36574,1
1097,36716,5
1098,36740,24
1099,36766,36
1100,36842,40
1101,36916,16
1102,37023,24
1103,37087,7
1104,37896,34
1105,38120,34
1106,38421,16
1107,38546,16
1108,38773,5
1109,38792,24
1110,38908,7
1111,38948,41
1112,38963,41
1113,39098,34
1114,39122,24
1115,39305,34
1116,39342,10
1117,39460,40
1118,39480,43
1119,39877,9
1120,40022,6
1121,40553,6
1122,41399,24
1123,41452,24
1124,41480,24
1125,41758,41
1126,42375,5
1127,42375,6
1128,42670,5
1129,42802,13
1130,42930,41
1131,43425,41
1132,43593,8
1133,43615,8
1134,43967,42
1135,44057,5
1136,44279,10
1137,44434,17
1138,44490,2
1139,44522,2
1140,44610,13
1141,44709,40
1142,44821,34
1143,44923,43
1144,44941,37
1145,45132,34
1146,45189,2
1147,45258,40
1148,45550,34
1149,45732,9
1150,45861,7
1151,45934,10
1152,46181,13
1153,46397,36
1154,46399,4
1155,46509,5
1156,46509,6
1157,46516,8
1158,46545,24
1159,46564,16
1160,46649,13
1161,46848,16
1162,47066,6
1163,47118,42
1164,47118,43
1165,47138,38
1166,47341,16
1167,47527,34
1168,47583,41
1169,47615,4
1170,47891,34
1171,48685,24
1172,48809,16
1173,49269,6
1174,49283,41
1175,49329,7
1176,49543,1
1177,49566,16
1178,298,32
1179,430,32
1180,668,33
1181,2860,31
1182,2943,32
1183,2943,31
1184,3122,33
1185,3949,31
1186,4221,11
1187,4547,11
1188,4781,11
1189,5653,11
1190,5773,11
1191,6271,11
1192,6464,11
1193,6670,11
1194,7433,11
1195,7693,11
1196,7821,11
1197,8174,11
1198,8174,12
1199,8348,11
1200,8466,11
1201,8510,19
1202,8552,20
1203,8556,20
1204,8571,19
1205,8575,20
1206,8576,20
1207,8592,20
1208,8603,19
1209,8603,20
1210,8605,20
1211,8612,19
1212,8612,20
1213,8621,19
1214,8628,19
1215,8649,19
1216,8659,20
1217,8684,20
1218,8684,19
1219,8691,20
1220,8747,19
1221,8781,19
1222,8869,20
1223,8869,19
1224,8903,20
1225,8910,19
1226,9022,19
1227,9108,19
1228,9131,19
1229,9164,19
1230,9360,19
1231,9425,19
1232,9547,19
1233,9607,20
1234,10622,20
1235,10622,19
1236,11132,20
1237,11143,19
1238,11238,20
1239,11470,20
1240,12198,19
1241,12501,20
1242,12501,19
1243,12622,19
1244,12809,19
1245,12809,20
1246,13396,10
1247,13445,24
1248,14136,40
1249,14678,1
1250,14829,17
1251,15022,38
1252,15189,40
1253,16345,16
1254,16598,41
1255,16864,18
1256,16864,17
1257,17094,42
1258,17122,1
1259,17479,7
1260,18553,24
1261,19162,10
1262,19167,41
1263,19339,42
1264,19412,24
1265,19512,7
1266,19896,4
1267,20312,35
1268,20870,22
1269,21055,9
1270,21168,16
1271,21312,4
1272,21473,24
1273,21949,16
1274,22228,4
1275,22538,24
1276,22611,35
1277,22636,13
1278,22727,42
1279,22914,9
1280,23030,7
1281,23792,9
1282,23991,24
1283,24194,24
1284,24377,7
1285,24380,6
1286,24528,16
1287,25163,13
1288,25237,41
1289,25420,4
1290,25667,6
1291,25667,5
1292,25756,34
1293,26507,6
1294,26798,43
1295,27266,10
1296,27312,42
1297,27382,41
1298,27419,24
1299,27889,34
1300,28200,7
1301,28210,13
1302,28945,4
1303,28991,9
1304,30255,37
1305,32071,4
1306,32101,6
1307,32475,34
1308,32751,6
1309,32751,5
1310,33274,39
1311,33960,17
1312,34133,34
1313,34243,13
1314,34293,34
1315,34467,13
1316,34736,7
1317,35161,16
1318,35172,24
1319,36189,42
1320,36363,8
1321,36469,4
1322,36628,24
1323,36757,5
1324,36843,35
1325,38083,41
1326,38463,40
1327,38518,24
1328,38907,24
1329,39117,10
1330,39739,42
1331,39739,43
1332,40026,43
1333,40026,42
1334,40149,41
1335,40286,7
1336,40332,15
1337,40516,16
1338,40619,34
1339,41035,24
1340,41256,34
1341,41914,1
1342,42239,42
1343,42376,35
1344,42510,43
1345,42970,5
1346,42970,6
1347,43598,13
1348,44767,18
1349,44951,40
1350,45027,13
1351,45128,9
1352,45471,24
1353,46155,21
1354,46155,22
1355,46670,5
1356,46670,6
1357,47563,40
1358,48120,24
1359,48333,22
1360,48333,21
1361,48343,21
1362,48610,41
1363,49613,42
1364,49613,43
1365,7598,11
1366,8800,19
1367,8928,19
1368,9028,20
1369,9134,19
1370,13847,7
1371,26601,5
1372,26749,1
1373,30163,4
1374,34019,6
1375,34019,5
1376,34780,5
1377,34780,6
1378,37388,37
1379,37388,38
1380,40181,6
1381,40181,5
1382,44483,41
1383,45771,16
1384,47760,24
1385,1033,33
1386,5704,12
1387,6673,11
1388,8532,20
1389,8579,19
1390,8891,19
1391,8897,19
1392,9976,20
1393,11166,20
1394,12943,20
1395,12943,19
1396,13726,40
1397,15328,41
1398,16854,10
1399,18137,7
1400,21239,13
1401,32157,43
1402,32157,42
1403,34477,1
1404,35275,7
1405,35326,9
1406,35671,8
1407,35951,16
1408,39097,37
1409,39097,38
1410,41918,17
1411,41918,18
1412,43115,6
1413,43368,43
1414,45577,41
1415,46095,16
1416,46997,6
1417,48169,42
1418,48169,43
1419,49273,10
1420,641,32
1421,2850,32
1422,8513,20
1423,8736,19
1424,8736,20
1425,8918,19
1426,12467,20
1427,16087,10
1428,16857,34
1429,20973,43
1430,22285,1
1431,27325,5
1432,29313,7
1433,29567,4
1434,37206,10
1435,37605,41
1436,40762,16
1437,49586,24
1438,4873,12
1439,4873,11
1440,8820,19
1441,11031,19
1442,11910,19
1443,23639,42
1444,26670,10
1445,28199,13
1446,30950,24
1447,31178,24
1448,41211,34
1449,41435,24
1450,42975,24
1451,45347,36
1452,3299,32
1453,3299,31
1454,4925,12
1455,5751,11
1456,5751,12
1457,7181,11
1458,8058,11
1459,8627,19
1460,8939,19
1461,8943,19
1462,8944,19
1463,8944,20
1464,9168,19
1465,11611,19
1466,12557,19
1467,12855,19
1468,14738,10
1469,16597,24
1470,23053,24
1471,24177,43
1472,24177,42
1473,26543,10
1474,27563,16
1475,27593,5
1476,28037,41
1477,29123,10
1478,29996,40
1479,33029,16
1480,36514,6
1481,40460,24
1482,40742,42
1483,40742,43
1484,41459,24
1485,42959,10
1486,43826,43
1487,43826,42
1488,44210,22
1489,44210,21
1490,46489,15
1491,48695,24
1492,1020,33
1493,4533,12
1494,4848,11
1495,6554,11
1496,7573,11
1497,8327,11
1498,8502,20
1499,8765,20
1500,8930,20
1501,11970,20
1502,14020,18
1503,14125,9
1504,14125,8
1505,16298,18
1506,20466,18
1507,24044,43
1508,24691,10
1509,25022,13
1510,27240,16
1511,27365,40
1512,27495,41
1513,30011,35
1514,32996,9
1515,33612,42
1516,34704,13
1517,37772,17
1518,37772,18
1519,38289,8
1520,38289,9
1521,39847,42
1522,40399,5
1523,40399,6
1524,40941,24
1525,41518,16
1526,41725,42
1527,41725,43
1528,43519,24
1529,45520,43
1530,45520,42
1531,46691,41
1532,47778,24
1533,1240,33
1534,1607,31
1535,2633,31
1536,2709,31
1537,2709,32
1538,3412,33
1539,3606,31
1540,3938,32
1541,3938,31
1542,4006,11
1543,5972,11
1544,6242,12
1545,7261,11
1546,8673,19
1547,8726,19
1548,8767,20
1549,8767,19
1550,8795,19
1551,8816,19
1552,8816,20
1553,8831,19
1554,8831,20
1555,8888,20
1556,8946,19
1557,8946,20
1558,8975,19
1559,9024,19
1560,9065,19
1561,9115,20
1562,15729,16
1563,17267,16
1564,22036,5
1565,24043,21
1566,29227,8
1567,29421,24
1568,31323,34
1569,36006,16
1570,36867,8
1571,37845,24
1572,38321,34
1573,39550,43
1574,42418,7
1575,43276,10
1576,44075,7
1577,44752,42
1578,47493,6
1579,47556,1
1580,47959,24
1581,49570,5
1582,3672,33
1583,7787,11
1584,8879,19
1585,12537,19
1586,14297,41
1587,21151,7
1588,25607,4
1589,31357,24
1590,31669,13
1591,33871,39
1592,35283,16
1593,35384,17
1594,35384,18
1595,39585,42
1596,40691,42
1597,41167,21
1598,46661,15
1599,47046,43
1600,6235,11
1601,7768,11
1602,8559,19
1603,8782,20
1604,8884,19
1605,8998,20
1606,9121,20
1607,10864,19
1608,11639,19
1609,12439,19
1610,12439,20
1611,15826,8
1612,17046,41
1613,17077,24
1614,20070,43
1615,20997,36
1616,23293,5
1617,28779,37
1618,28944,43
1619,37354,13
1620,38615,41
1621,39069,16
1622,48973,21
1623,49484,24
1624,2425,32
1625,5051,11
1626,5334,12
1627,5536,12
1628,5909,11
1629,6185,11
1630,13865,16
1631,25346,41
1632,28937,36
1633,32909,34
1634,33163,34
1635,36325,43
1636,39421,16
1637,41907,35
1638,146,32
1639,2646,31
1640,4562,11
1641,8527,20
1642,8527,19
1643,8589,19
1644,8708,19
1645,8936,19
1646,8936,20
1647,12516,19
1648,12516,20
1649,13275,24
1650,16455,24
1651,17244,5
1652,19229,8
1653,19401,24
1654,20796,2
1655,27058,16
1656,30320,35
1657,33950,15
1658,34247,41
1659,38251,16
1660,41688,40
1661,46102,40
1662,3694,31
1663,8325,12
1664,8543,19
1665,8543,20
1666,8912,20
1667,8912,19
1668,9054,19
1669,9054,20
1670,9691,19
1671,11249,19
1672,12044,19
1673,12044,20
1674,12559,19
1675,12559,20
1676,15575,13
1677,18273,40
1678,18526,10
1679,19179,5
1680,19179,6
1681,26967,16
1682,42483,24
1683,43243,24
1684,44586,10
1685,47039,39
1686,48547,36
1687,49661,34
1688,20,31
1689,172,31
1690,563,33
1691,860,33
1692,983,32
1693,983,31
1694,1653,32
1695,2698,33
1696,3079,33
1697,3401,33
1698,3689,32
1699,3689,31
1700,4230,11
1701,4237,11
1702,4318,11
1703,4449,11
1704,4499,11
1705,4598,12
1706,4716,11
1707,4864,11
1708,5129,12
1709,5129,11
1710,5150,12
1711,5150,11
1712,5183,11
1713,5224,11
1714,5273,11
1715,5654,11
1716,5669,11
1717,5696,11
1718,5718,11
1719,5718,12
1720,5785,12
1721,6070,11
1722,6083,12
1723,6135,12
1724,6376,11
1725,6615,11
1726,6626,12
1727,6626,11
1728,6674,11
1729,6864,12
1730,6864,11
1731,6880,12
1732,6880,11
1733,6994,11
1734,7228,11
1735,7292,11
1736,7538,11
1737,7962,12
1738,8271,12
1739,8281,11
1740,8305,11
1741,8452,11
1742,8452,12
1743,8511,19
1744,8551,19
1745,8557,20
1746,8580,19
1747,8588,19
1748,8610,20
1749,8613,20
1750,8613,19
1751,8616,20
1752,8630,19
1753,8634,19
1754,8634,20
1755,8639,20
1756,8643,19
1757,8651,20
1758,8663,19
1759,8689,20
1760,8710,19
1761,8711,19
1762,8712,20
1763,8716,20
1764,8742,20
1765,8774,19
1766,8804,20
1767,8815,19
1768,8824,20
1769,8824,19
1770,8829,19
1771,8830,20
1772,8835,20
1773,8843,19
1774,8844,19
1775,8845,20
1776,8898,19
1777,8900,20
1778,8907,19
1779,8907,20
1780,8911,20
1781,8914,19
1782,8927,20
1783,8934,20
1784,8971,20
1785,8978,20
1786,8992,19
1787,8992,20
1788,9008,19
1789,9008,20
1790,9035,20
1791,9039,20
1792,9039,19
1793,9041,19
1794,9049,20
1795,9050,20
1796,9059,20
1797,9074,19
1798,9082,20
1799,9082,19
1800,9089,19
1801,9098,19
1802,9102,19
1803,9102,20
1804,9103,19
1805,9103,20
1806,9107,19
1807,9144,19
1808,9149,19
1809,9152,19
1810,9152,20
1811,9334,19
1812,9528,19
1813,9729,19
1814,10039,20
1815,10315,19
1816,10386,20
1817,10810,20
1818,11046,19
1819,11046,20
1820,11345,20
1821,11345,19
1822,11845,19
1823,12298,19
1824,12371,19
1825,12402,20
1826,12402,19
1827,12521,19
1828,12597,20
1829,12609,20
1830,12897,20
1831,13023,16
1832,13792,22
1833,13808,43
1834,13841,16
1835,14148,34
1836,14476,35
1837,14534,5
1838,14735,5
1839,15017,34
1840,15308,41
1841,15539,1
1842,15930,17
1843,15930,18
1844,16035,17
1845,16075,34
1846,16217,6
1847,17197,36
1848,17262,24
1849,17365,43
1850,17365,42
1851,17446,24
1852,17535,24
1853,17548,34
1854,17634,9
1855,17666,36
1856,17735,16
1857,17780,34
1858,17798,41
1859,18182,7
1860,18218,24
1861,18345,7
1862,18499,39
1863,18513,16
1864,18551,9
1865,18785,35
1866,19305,43
1867,19385,39
1868,19452,35
1869,19704,35
1870,19770,8
1871,19770,9
1872,19891,34
1873,19962,24
1874,20157,17
